# ----------------------------------------
# Engagement
# Account: AccidentalRebel
# Property: Accidental Rebel - GA4
# ----------------------------------------
#  
# Start date: 20250228
# End date: 20260221
Nth day,Active users
0092,132,21,3
0093,128,17,0
0094,130,21,5
0095,130,24,4
0096,123,23,2
0097,128,26,8
0098,126,25,4
0099,123,24,2
0100,129,32,8
0101,127,32,5
0102,124,31,3
0103,119,33,4
0104,115,27,1
0105,119,33,10
0106,118,36,6
0107,112,32,3
0108,119,37,10
0109,134,54,20
0110,135,53,3
0111,142,60,8
0112,136,51,1
0113,134,46,1
0114,130,43,0
0115,133,40,7
0116,132,22,2
0117,132,20,1
0118,138,20,9
0119,141,25,6
0120,137,25,1
0121,138,30,5
0122,150,39,15
0123,165,52,15
0124,162,53,2
0125,163,49,5
0126,170,52,9
0127,170,58,7
0128,193,80,27
0129,193,67,3
0130,187,54,1
0131,185,55,3
0132,184,52,2
0133,183,46,3
0134,188,45,6
0135,183,23,6
0136,177,20,2
0137,176,21,2
0138,171,22,4
0139,157,27,7
0140,156,27,2
0141,150,24,2
0142,151,21,2
0143,152,21,2
0144,156,23,4
0145,151,20,3
0146,152,16,3
0147,172,35,22
0148,170,41,7
0149,166,41,2
0150,167,41,2
0151,164,40,3
0152,154,43,5
0153,141,41,1
0154,142,23,4
0155,141,20,4
0156,138,24,6
0157,137,28,6
0158,112,28,3
0159,117,30,7
0160,122,35,6
0161,151,63,32
0162,153,63,4
0163,151,58,0
0164,148,54,2
0165,596,504,453
0166,684,587,94
0167,684,583,2
0168,681,552,1
0169,675,549,1
0170,677,553,4
0171,677,552,1
0172,675,103,0
0173,674,10,1
0174,674,11,3
0175,674,12,2
0176,674,14,3
0177,656,14,4
0178,652,16,3
0179,655,21,5
0180,657,24,5
0181,656,22,1
0182,655,24,4
0183,667,34,13
0184,666,34,4
0185,665,33,2
0186,664,33,4
0187,661,31,4
0188,661,33,3
0189,655,30,1
0190,651,21,3
0191,619,17,0
0192,623,23,8
0193,626,22,3
0194,631,26,9
0195,184,25,2
0196,91,26,2
0197,90,24,1
0198,93,28,4
0199,94,22,2
0200,96,25,6
0201,97,19,2
0202,102,22,6
0203,102,21,1
0204,102,23,3
0205,104,23,4
0206,102,22,1
0207,100,17,1
0208,104,23,7
0209,105,22,5
0210,101,22,1
0211,105,24,5
0212,104,23,3
0213,99,28,6
0214,99,31,4
0215,107,34,10
0216,103,29,0
0217,105,33,5
0218,109,35,7
0219,114,37,5
0220,115,35,4
0221,118,34,3
0222,118,32,8
0223,122,39,7
0224,121,41,7
0225,125,40,6
0226,131,43,9
0227,136,45,6
0228,140,50,8
0229,141,45,3
0230,138,41,4
0231,160,57,23
0232,162,60,8
0233,167,57,6
0234,175,62,11
0235,180,63,9
0236,189,71,10
0237,214,93,26
0238,240,103,33
0239,245,105,10
0240,248,103,4
0241,253,102,10
0242,259,102,9
0243,271,110,18
0244,277,94,10
0245,278,72,11
0246,299,83,21
0247,329,114,36
0248,331,113,9
0249,357,135,31
0250,374,138,21
0251,397,154,26
0252,412,166,24
0253,413,154,8
0254,413,125,7
0255,418,126,10
0256,415,101,6
0257,422,93,13
0258,430,84,16
0259,445,77,17
0260,459,87,18
0261,446,90,10
0262,455,97,17
0263,462,105,14
0264,458,99,7
0265,456,90,7
0266,463,90,17
0267,453,88,16
0268,445,103,25
0269,443,94,8
0270,451,92,12
0271,453,97,12
0272,460,106,16
0273,470,117,28
0274,476,117,16
0275,475,102,10
0276,469,108,14
0277,449,112,16
0278,455,115,15
0279,435,110,12
0280,431,99,17
0281,416,93,10
0282,405,96,13
0283,413,97,15
0284,424,100,18
0285,432,103,18
0286,439,104,13
0287,446,107,20
0288,451,118,21
0289,457,128,23
0290,453,127,14
0291,456,122,13
0292,453,118,14
0293,457,123,18
0294,467,120,17
0295,479,118,19
0296,476,109,14
0297,471,106,11
0298,467,114,21
0299,470,111,11
0300,471,106,13
0301,475,105,16
0302,480,107,21
0303,473,114,21
0304,474,120,17
0305,477,112,13
0306,482,120,19
0307,483,123,16
0308,489,128,21
0309,493,123,16
0310,491,117,15
0311,498,117,17
0312,501,120,16
0313,504,119,18
0314,504,121,19
0315,499,113,13
0316,503,114,17
0317,489,105,6
0318,481,101,13
0319,477,105,21
0320,481,105,18
0321,481,100,14
0322,478,99,11
0323,479,101,19
0324,479,112,17
0325,475,114,15
0326,477,109,16
0327,480,106,14
0328,482,115,23
0329,505,138,34
0330,522,149,30
0331,527,153,21
0332,563,195,58
0333,603,240,61
0334,615,255,29
0335,639,269,37
0336,639,254,19
0337,666,267,44
0338,662,264,20
0339,671,232,27
0340,666,181,10
0341,663,167,17
0342,675,157,27
0343,689,170,32
0344,690,148,19
0345,705,157,27
0346,716,160,31
0347,749,190,39
0348,784,221,49
0349,787,218,25
0350,778,196,8
0351,797,209,33
0352,807,204,22
0353,798,183,10
0354,813,177,32
0355,819,151,22
0356,829,153,27
0357,834,164,19
0358,840,160,31

#  
# Start date: 20250228
# End date: 20260221
Audience name,Active users
All Users,3919

#  
# Start date: 20250228
# End date: 20260221
Event name,Event count
page_view,5084
session_start,4220
first_visit,3918
user_engagement,2562

#  
# Start date: 20250228
# End date: 20260221
Nth day,Average engagement time per active user
0000,53.2
0001,133
0002,4.666666666666667
0003,44.54545454545455
0004,10.384615384615385
0005,9.428571428571429
0006,52.833333333333336
0007,44.75
0008,0
0009,4.333333333333333
0010,27.6
0011,18.571428571428573
0012,27.333333333333332
0013,9
0014,0
0015,54
0016,18.375
0017,84.3
0018,19.857142857142858
0019,6.5
0020,68.5
0021,72
0022,10.666666666666666
0023,4.666666666666667
0024,24.333333333333332
0025,12.25
0026,0
0027,12.75
0028,15.6
0029,243.75
0030,0
0031,0
0032,1
0033,41.8
0034,12.125
0035,31
0036,6.25
0037,0
0038,71.5
0039,0
0040,27.22222222222222
0041,12.25
0042,10
0043,19
0044,8
0045,14.75
0046,7.714285714285714
0047,51.916666666666664
0048,5.5
0049,4.5
0050,10.75
0051,24.75
0052,6.25
0053,167.5
0054,28.166666666666668
0055,4.333333333333333
0056,9.25
0057,5.666666666666667
0058,5.5
0059,125.2
0060,51.25
0061,12.428571428571429
0062,0
0063,9.75
0064,22
0065,40.75
0066,0
0067,23.333333333333332
0068,17.571428571428573
0069,44.8
0070,28
0071,33.857142857142854
0072,13.5
0073,10
0074,30.2
0075,4
0076,2
0077,53.666666666666664
0078,21.333333333333332
0079,6.8
0080,7.5
0081,11
0082,7.142857142857143
0083,42.666666666666664
0084,8.25
0085,0
0086,42.75
0087,0
0088,39
0089,20
0090,0.8
0091,13
0092,7
0093,0
0094,0.6
0095,9.75
0096,0.5
0097,26.875
0098,16.75
0099,13
0100,36.75
0101,22.6
0102,34.666666666666664
0103,3.5
0104,0
0105,39.6
0106,30.5
0107,3.3333333333333335
0108,31.5
0109,0
0110,1
0111,15.375
0112,0
0113,0
0114,0
0115,31.142857142857142
0116,6.5
0117,13
0118,8.666666666666666
0119,0
0120,25
0121,21.2
0122,15.933333333333334
0123,9.066666666666666
0124,0
0125,3.8
0126,21.77777777777778
0127,7
0128,2.185185185185185
0129,1
0130,0
0131,23
0132,27.5
0133,0
0134,4.333333333333333
0135,14.333333333333334
0136,15
0137,10
0138,4
0139,62.714285714285715
0140,6
0141,14.5
0142,49.5
0143,3
0144,141.75
0145,106.33333333333333
0146,1.3333333333333333
0147,2.272727272727273
0148,17
0149,13.5
0150,27.5
0151,8.666666666666666
0152,9.2
0153,0
0154,4.5
0155,7.25
0156,39.333333333333336
0157,51.666666666666664
0158,0.6666666666666666
0159,11.571428571428571
0160,10.833333333333334
0161,2.46875
0162,0
0163,0
0164,8
0165,239.48344370860926
0166,233.2340425531915
0167,0
0168,0
0169,0
0170,0
0171,0
0172,0
0173,0
0174,11
0175,3
0176,23
0177,21.75
0178,14.666666666666666
0179,5.8
0180,6.8
0181,0
0182,0
0183,32
0184,8.25
0185,7
0186,0.5
0187,95.75
0188,5.333333333333333
0189,242
0190,32.333333333333336
0191,0
0192,26.375
0193,39.333333333333336
0194,3.7777777777777777
0195,12
0196,24.5
0197,32
0198,38
0199,4.5
0200,1.3333333333333333
0201,11
0202,6.166666666666667
0203,0
0204,51.666666666666664
0205,1
0206,8
0207,6
0208,21.285714285714285
0209,12.8
0210,10
0211,2
0212,2
0213,14.833333333333334
0214,2.5
0215,17.6
0216,0
0217,0
0218,59.857142857142854
0219,7.6
0220,38
0221,0.6666666666666666
0222,10.5
0223,8.142857142857142
0224,11.857142857142858
0225,8.833333333333334
0226,8.333333333333334
0227,65.66666666666667
0228,3.875
0229,1.3333333333333333
0230,0.25
0231,10.521739130434783
0232,69.75
0233,9.166666666666666
0234,3.090909090909091
0235,3.888888888888889
0236,0.4
0237,38.76923076923077
0238,31.272727272727273
0239,4.7
0240,39
0241,0.2
0242,4.444444444444445
0243,0.3333333333333333
0244,1.6
0245,44
0246,1.4761904761904763
0247,2.4166666666666665
0248,1
0249,1.4516129032258065
0250,4.761904761904762
0251,6.884615384615385
0252,1.2083333333333333
0253,1.125
0254,0.14285714285714285
0255,9.8
0256,3.8333333333333335
0257,5.615384615384615
0258,2.0625
0259,1.8235294117647058
0260,0.7777777777777778
0261,0.4
0262,75
0263,15.428571428571429
0264,0.7142857142857143
0265,6.714285714285714
0266,0.35294117647058826
0267,0.8125
0268,2.16
0269,0
0270,5
0271,0.6666666666666666
0272,4.875
0273,1.2142857142857142
0274,1.25
0275,48.1
0276,2.2142857142857144
0277,7.9375
0278,8.533333333333333
0279,24.583333333333332
0280,1.1764705882352942
0281,0.1
0282,3.076923076923077
0283,4.466666666666667
0284,0.2777777777777778
0285,2
0286,7.153846153846154
0287,0.9
0288,0.047619047619047616
0289,1.826086956521739
0290,0.6428571428571429
0291,0.6153846153846154
0292,2.2142857142857144
0293,0.6111111111111112
0294,2.823529411764706
0295,0.5263157894736842
0296,8.285714285714286
0297,96.45454545454545
0298,0.3333333333333333
0299,1.4545454545454546
0300,1.3076923076923077
0301,2.75
0302,17.904761904761905
0303,6.904761904761905
0304,1.3529411764705883
0305,0.23076923076923078
0306,2.1052631578947367
0307,0.125
0308,0
0309,0.0625
0310,3.533333333333333
0311,1.2941176470588236
0312,0.8125
0313,0.5555555555555556
0314,0.42105263157894735
0315,2.1538461538461537
0316,6.647058823529412
0317,0
0318,0
0319,8.142857142857142
0320,3.4444444444444446
0321,1.3571428571428572
0322,0.09090909090909091
0323,0.631578947368421
0324,1.0588235294117647
0325,0.06666666666666667
0326,8.0625
0327,0
0328,0.2608695652173913
0329,0.23529411764705882
0330,0
0331,6.142857142857143
0332,0.3275862068965517
0333,0.13114754098360656
0334,0.13793103448275862
0335,1.1891891891891893
0336,1.5263157894736843
0337,6.386363636363637
0338,14.3
0339,21.62962962962963
0340,6.8
0341,15.529411764705882
0342,0.37037037037037035
0343,31.3125
0344,8.105263157894736
0345,7.444444444444445
0346,7.516129032258065
0347,4.076923076923077
0348,5.73469387755102
0349,9.2
0350,58.75
0351,5.0606060606060606
0352,4.136363636363637
0353,2.3
0354,11.75
0355,3.090909090909091
0356,4.2592592592592595
0357,7.2105263157894735
0358,28.06451612903226

# Start date: 20250228
# End date: 20260221
Nth day,Engaged sessions per active user
0000,0.8
0001,1
0002,0.3333333333333333
0003,0.45454545454545453
0004,0.3076923076923077
0005,0.42857142857142855
0006,0.8333333333333334
0007,0.75
0008,0
0009,0.3333333333333333
0010,0.8
0011,0.7142857142857143
0012,0.6666666666666666
0013,0.5
0014,0
0015,1.5
0016,0.5
0017,0.4
0018,0.14285714285714285
0019,0.5
0020,1
0021,1
0022,1
0023,0.6666666666666666
0024,1
0025,0.75
0026,0
0027,0.5
0028,0.4
0029,1
0030,0
0031,0
0032,0
0033,0.6
0034,0.625
0035,1
0036,0.75
0037,0
0038,0.5
0039,0
0040,0.2222222222222222
0041,0.5
0042,0.5454545454545454
0043,0.6
0044,0.25
0045,0.625
0046,0.2857142857142857
0047,0.5833333333333334
0048,0
0049,0
0050,0.75
0051,0.5
0052,0.25
0053,0.75
0054,0.8333333333333334
0055,0.16666666666666666
0056,0.5
0057,0.3333333333333333
0058,0.5
0059,0.4
0060,1
0061,0.42857142857142855
0062,0
0063,0.75
0064,0.6666666666666666
0065,0.5
0066,0.1111111111111111
0067,1
0068,0.7142857142857143
0069,0.4
0070,1
0071,0.42857142857142855
0072,0.6666666666666666
0073,0.3333333333333333
0074,0.6
0075,0.2857142857142857
0076,0.16666666666666666
0077,0.5555555555555556
0078,1
0079,0.2
0080,0.5
0081,0
0082,0.7142857142857143
0083,0.6666666666666666
0084,0.5
0085,0
0086,1
0087,0
0088,1
0089,0.6666666666666666
0090,0.2
0091,0.25
0092,1
0093,0
0094,0
0095,0.25
0096,0
0097,0.25
0098,0
0099,0.5
0100,0.5
0101,0.4
0102,0.3333333333333333
0103,0.5
0104,0
0105,0.6
0106,0.5
0107,0.3333333333333333
0108,0.2
0109,0
0110,0
0111,0.625
0112,0
0113,0
0114,0
0115,0.8571428571428571
0116,0.5
0117,1
0118,0.4444444444444444
0119,0.16666666666666666
0120,1
0121,0.4
0122,0.2
0123,0.06666666666666667
0124,0
0125,0
0126,0.2222222222222222
0127,0.2857142857142857
0128,0.07407407407407407
0129,0
0130,0
0131,0.3333333333333333
0132,0.5
0133,0.3333333333333333
0134,0.5
0135,0.5
0136,1
0137,0.5
0138,0.25
0139,1
0140,0.5
0141,0.5
0142,1
0143,0
0144,0.75
0145,0.3333333333333333
0146,0
0147,0.045454545454545456
0148,0.14285714285714285
0149,0.5
0150,0.5
0151,0.3333333333333333
0152,0.6
0153,0
0154,0.5
0155,0.25
0156,0.6666666666666666
0157,0.5
0158,0
0159,0.42857142857142855
0160,0.16666666666666666
0161,0.0625
0162,0
0163,0
0164,0.5
0165,0.9955849889624724
0166,0.9893617021276596
0167,0
0168,0
0169,0
0170,0.25
0171,0
0172,0
0173,0
0174,0.3333333333333333
0175,0
0176,1
0177,0.5
0178,0.3333333333333333
0179,0.2
0180,0.2
0181,0
0182,0
0183,0.38461538461538464
0184,0.25
0185,0.5
0186,0.25
0187,0.75
0188,0.3333333333333333
0189,1
0190,1
0191,0
0192,0.625
0193,0.6666666666666666
0194,0.3333333333333333
0195,0.5
0196,0.5
0197,1
0198,0.5
0199,0
0200,0
0201,0.5
0202,0.16666666666666666
0203,1
0204,0.6666666666666666
0205,0
0206,0
0207,0
0208,0.2857142857142857
0209,0.6
0210,0
0211,0.2
0212,0
0213,0.3333333333333333
0214,0.25
0215,0.2
0216,0
0217,0
0218,0.2857142857142857
0219,0.2
0220,0.75
0221,0
0222,0.125
0223,0.14285714285714285
0224,0.14285714285714285
0225,0.3333333333333333
0226,0.4444444444444444
0227,0.16666666666666666
0228,0.125
0229,0
0230,0
0231,0.08695652173913043
0232,0.25
0233,0.16666666666666666
0234,0.18181818181818182
0235,0.2222222222222222
0236,0
0237,0.15384615384615385
0238,0.21212121212121213
0239,0.1
0240,0.5
0241,0
0242,0.1111111111111111
0243,0
0244,0.1
0245,0.2727272727272727
0246,0.14285714285714285
0247,0.1111111111111111
0248,0
0249,0.0967741935483871
0250,0.09523809523809523
0251,0.07692307692307693
0252,0.041666666666666664
0253,0
0254,0
0255,0.2
0256,0
0257,0.15384615384615385
0258,0
0259,0.11764705882352941
0260,0
0261,0
0262,0.058823529411764705
0263,0.21428571428571427
0264,0
0265,0.14285714285714285
0266,0
0267,0
0268,0.16
0269,0
0270,0.08333333333333333
0271,0
0272,0.0625
0273,0.03571428571428571
0274,0.0625
0275,0.3
0276,0.07142857142857142
0277,0.125
0278,0.06666666666666667
0279,0.08333333333333333
0280,0
0281,0
0282,0.15384615384615385
0283,0.13333333333333333
0284,0
0285,0.05555555555555555
0286,0.15384615384615385
0287,0
0288,0
0289,0.043478260869565216
0290,0.14285714285714285
0291,0.07692307692307693
0292,0.14285714285714285
0293,0
0294,0.17647058823529413
0295,0.05263157894736842
0296,0.07142857142857142
0297,0.2727272727272727
0298,0.047619047619047616
0299,0.09090909090909091
0300,0
0301,0.0625
0302,0.14285714285714285
0303,0.047619047619047616
0304,0.058823529411764705
0305,0
0306,0.21052631578947367
0307,0
0308,0.047619047619047616
0309,0
0310,0.13333333333333333
0311,0.11764705882352941
0312,0.0625
0313,0
0314,0.10526315789473684
0315,0
0316,0.058823529411764705
0317,0
0318,0
0319,0.19047619047619047
0320,0.1111111111111111
0321,0.07142857142857142
0322,0
0323,0
0324,0.11764705882352941
0325,0.06666666666666667
0326,0.0625
0327,0
0328,0
0329,0
0330,0
0331,0.09523809523809523
0332,0.017241379310344827
0333,0
0334,0
0335,0.05405405405405406
0336,0.05263157894736842
0337,0.22727272727272727
0338,0.35
0339,0.14814814814814814
0340,0.3
0341,0.35294117647058826
0342,0.037037037037037035
0343,0.1875
0344,0.15789473684210525
0345,0.07407407407407407
0346,0.1935483870967742
0347,0.05128205128205128
0348,0.061224489795918366
0349,0.12
0350,0.125
0351,0.12121212121212122
0352,0.18181818181818182
0353,0.1
0354,0.15625
0355,0.045454545454545456
0356,0.14814814814814814
0357,0.21052631578947367
0358,0.22580645161290322

# Start date: 20250228
# End date: 20260221
Nth day,Average engagement time per session
0000,33.25
0001,59.111111111111114
0002,3.5
0003,44.54545454545455
0004,9
0005,9.428571428571429
0006,52.833333333333336
0007,25.571428571428573
0008,0
0009,4.333333333333333
0010,27.6
0011,18.571428571428573
0012,27.333333333333332
0013,9
0014,0
0015,27
0016,16.333333333333332
0017,76.63636363636364
0018,15.444444444444445
0019,6.5
0020,68.5
0021,72
0022,10.666666666666666
0023,3.5
0024,14.6
0025,7
0026,0
0027,12.75
0028,15.6
0029,139.28571428571428
0030,0
0031,0
0032,0.6666666666666666
0033,41.8
0034,12.125
0035,20.666666666666668
0036,6.25
0037,0
0038,71.5
0039,0
0040,27.22222222222222
0041,12.25
0042,9.166666666666666
0043,19
0044,8
0045,13.11111111111111
0046,5.4
0047,44.5
0048,5.5
0049,4.5
0050,10.75
0051,24.75
0052,6.25
0053,111.66666666666667
0054,24.142857142857142
0055,3.7142857142857144
0056,7.4
0057,5.666666666666667
0058,4.4
0059,89.42857142857143
0060,29.285714285714285
0061,12.428571428571429
0062,0
0063,9.75
0064,22
0065,32.6
0066,0
0067,17.5
0068,15.375
0069,44.8
0070,28
0071,29.625
0072,10.125
0073,8.181818181818182
0074,30.2
0075,2
0076,1.7142857142857142
0077,48.3
0078,21.333333333333332
0079,5.666666666666667
0080,7.5
0081,11
0082,4.545454545454546
0083,32
0084,6.6
0085,0
0086,42.75
0087,0
0088,39
0089,20
0090,0.6666666666666666
0091,13
0092,7
0093,0
0094,0.5
0095,7.8
0096,0.5
0097,26.875
